survey,item,variable,values,nonresponses,question_text,response_categories,group
fsdelection_combo,trust_parties11,fnes295,c(0:10),98,"How much do you trust the following organisations, institutions, and groups: political parties",0 don't trust at all / 123456789 / 10 completely trust,trust
fsdelection_combo,trust_parl11,fnes296,c(0:10),98,"How much do you trust the following organisations, institutions, and groups: parliament",0 don't trust at all / 123456789 / 10 completely trust,trust
fsdelection_combo,trust_pol11,fnes299,c(0:10),98,"How much do you trust the following organisations, institutions, and groups: politicians",0 don't trust at all / 123456789 / 10 completely trust,trust
fsdelection2019,trust_parl11,k32_3,c(0:10),,"How much do you trust the following organisations, institutions, and groups: parliament",0 don't trust at all / 123456789 / 10 completely trust,trust
fsdelection2019,trust_pol5,q04c,c(5:1),c(7:8),Most politicians are trustworthy ,1 strongly agree / 2 agree to some extent / 3 neither agree nor disagree / 4 disagree to some extent / 5 strongly disagree,trust
fsdelection2019,say4d,k10_3,c(1:4),96,I have no say in what the Government and Parliament decide,1 strongly agree / 2 agree to some extent / 3 disagree to some extent / 4 strongly disagree,eff
fsdelection2019,touch4,k10_2,c(1:4),96,Those elected to parliament soon lose touch with the problems of ordinary people,1 strongly agree / 2 agree to some extent / 3 disagree to some extent / 4 strongly disagree,eff
fsdelection2019,vote4,k10_4,c(1:4),96,"Political parties are only interested in people's votes, not their opinions",1 strongly agree / 2 agree to some extent / 3 disagree to some extent / 4 strongly disagree,eff
fsdelection2019,care4b,k10_7,c(4:1),96,Political decision-makers take citizens’ views into consideration when making decisions ,1 strongly agree / 2 agree to some extent / 3 disagree to some extent / 4 strongly disagree,eff
gallup_vop2000,will2,q5,c(2:1),3,Would you say that your country is governed by the will of the people? ,1 yes / 2 no,eff
gallup_vop2000,will2a,q7_5,c(0:1),,Which of the following words describes your perception of the government of [this country]? READ OUT. Responds to the will of the people ,0 not mentioned / 1 mentioned,eff
gallup_vop2004,will2,q8,c(2:1),9,Would you say that your country is governed by the will of the people? ,1 yes / 2 no,eff
gallup_vop2005,will2,q4,c(2:1),9,Would you say that your country is governed by the will of the people? ,1 yes / 2 no,eff
gallup_vop2007,will2,q1,c(2:1),9,Would you say that your country is governed by the will of the people? ,1 yes / 2 no,eff
gallup_vop2012,will2,q5,c(2:1),9,Would you say that your country is governed by the will of the people? ,1 yes / 2 no,eff
gles1994,vote5,v130a,c(5:1),,"The parties only want the people's votes, they're not interested in their opinions",1 completely disagree / 2 tend to disagree / 3 part-part / 4 tend to disagree / 5 completely disagree,eff
gles1998,vote5,v130a,c(5:1),,"The parties only want the people's votes, they're not interested in their opinions",1 completely disagree / 2 tend to disagree / 3 part-part / 4 tend to disagree / 5 completely disagree,eff
gles2002,vote5,v130a,c(5:1),,"The parties only want the people's votes, they're not interested in their opinions",1 completely disagree / 2 tend to disagree / 3 part-part / 4 tend to disagree / 5 completely disagree,eff
gles2009,care5b,kp1_050a,c(1:5),,Politicians care about what people like me think,1 strongly disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather agree / 5 strongly agree,eff
gles2009,care5b,kp4_050a,c(1:5),,Politicians care about what people like me think,1 strongly disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather agree / 5 strongly agree,eff
gles2009,care5b,kp6_050a,c(1:5),,Politicians care about what people like me think,1 strongly disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather agree / 5 strongly agree,eff
gles2009,care5b,kp7_050a,c(1:5),,Politicians care about what people like me think,1 strongly disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather agree / 5 strongly agree,eff
gles2009,say5,kp1_050b,c(5:1),,People like me have no influence over the government ,1 strongly disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather agree / 5 strongly agree,eff
gles2009,say5,kp4_050b,c(5:1),,People like me have no influence over the government ,1 strongly disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather agree / 5 strongly agree,eff
gles2009,say5,kp6_050b,c(5:1),,People like me have no influence over the government ,1 strongly disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather agree / 5 strongly agree,eff
gles2009,say5,kp7_050b,c(5:1),,People like me have no influence over the government ,1 strongly disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather agree / 5 strongly agree,eff
gles2009,vote5,kp2_040a,c(5:1),,"The parties only want the people's votes, they're not interested in their opinions",1 completely disagree / 2 tend to disagree / 3 part-part / 4 tend to disagree / 5 completely disagree,eff
gles2009,vote5,kp5_040a,c(5:1),,"The parties only want the people's votes, they're not interested in their opinions",1 completely disagree / 2 tend to disagree / 3 part-part / 4 tend to disagree / 5 completely disagree,eff
gles2013,care5b,kp1_050a,c(1:5),,Politicians care about what ordinary people think,1 strongly disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather agree / 5 strongly agree,eff
gles2013,care5b,kp3_050a,c(1:5),,Politicians care about what ordinary people think,1 strongly disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather agree / 5 strongly agree,eff
gles2013,care5b,kp7_050a,c(1:5),,Politicians care about what ordinary people think,1 strongly disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather agree / 5 strongly agree,eff
gles2013,vote5,kp3_040a,c(5:1),,"The parties only want the people's votes, they're not interested in their opinions",1 completely disagree / 2 tend to disagree / 3 part-part / 4 tend to disagree / 5 completely disagree,eff
gles2017,care5b,kp1_050a,c(1:5),,Politicians care about what ordinary people think,1 strongly disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather agree / 5 strongly agree,eff
gles2017,care5b,kp5_050a,c(1:5),,Politicians care about what ordinary people think,1 strongly disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather agree / 5 strongly agree,eff
gles2017,care5b,kp8_050a,c(1:5),,Politicians care about what ordinary people think,1 strongly disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather agree / 5 strongly agree,eff
gles2017,care5b,kp9_050a,c(1:5),,Politicians care about what ordinary people think,1 strongly disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather agree / 5 strongly agree,eff
gles2017,vote5,kp1_040a,c(5:1),,"The parties only want the people's votes, they're not interested in their opinions",1 completely disagree / 2 tend to disagree / 3 part-part / 4 tend to disagree / 5 completely disagree,eff
gles2017,vote5,kp5_040a,c(5:1),,"The parties only want the people's votes, they're not interested in their opinions",1 completely disagree / 2 tend to disagree / 3 part-part / 4 tend to disagree / 5 completely disagree,eff
gles2017,vote5,kp8_040a,c(5:1),,"The parties only want the people's votes, they're not interested in their opinions",1 completely disagree / 2 tend to disagree / 3 part-part / 4 tend to disagree / 5 completely disagree,eff
gles2017,vote5,kp9_040a,c(5:1),,"The parties only want the people's votes, they're not interested in their opinions",1 completely disagree / 2 tend to disagree / 3 part-part / 4 tend to disagree / 5 completely disagree,eff
icenes1983,trust_pol5a,pltrust,c(5:1),c(7:9),"Do you think that politicians are in general trustworthy, that many of them are trustworthy, some are trustworthy, few, or perhaps none?",1 in general / 2 many / 3 some / 4 few / 5 none,trust
icenes1987,trust_pol5a,pltrust,c(5:1),c(7:9),"Do you think that politicians are in general trustworthy, that many of them are trustworthy, some are trustworthy, few, or perhaps none?",1 in general / 2 many / 3 some / 4 few / 5 none,trust
icenes1991,trust_pol5a,pltrust,c(5:1),c(7:9),"Do you think that politicians are in general trustworthy, that many of them are trustworthy, some are trustworthy, few, or perhaps none?",1 in general / 2 many / 3 some / 4 few / 5 none,trust
icenes1995,trust_pol5a,pltrust,c(5:1),c(7:9),"Do you think that politicians are in general trustworthy, that many of them are trustworthy, some are trustworthy, few, or perhaps none?",1 in general / 2 many / 3 some / 4 few / 5 none,trust
icenes1999,trust_pol5a,pltrust,c(5:1),c(7:9),"Do you think that politicians are in general trustworthy, that many of them are trustworthy, some are trustworthy, few, or perhaps none?",1 in general / 2 many / 3 some / 4 few / 5 none,trust
icenes2003,trust_pol5a,pltrust,c(5:1),c(7:9),"Do you think that politicians are in general trustworthy, that many of them are trustworthy, some are trustworthy, few, or perhaps none?",1 in general / 2 many / 3 some / 4 few / 5 none,trust
icenes2003,corrupt_pol4b,pltscrp,c(1:4),c(7:9),How widespread do you think corruption is among Icelandic politicians?,1 very widespread / 2 quite widespread / 3 not very widespread / 4 hardly happens at all,corrupt
icenes2007,trust_pol5a,pltrust,c(5:1),c(7:9),"Do you think that politicians are in general trustworthy, that many of them are trustworthy, some are trustworthy, few, or perhaps none?",1 in general / 2 many / 3 some / 4 few / 5 none,trust
icenes2009,trust_pol5a,pltrust,c(5:1),c(7:9),"Do you think that politicians are in general trustworthy, that many of them are trustworthy, some are trustworthy, few, or perhaps none?",1 in general / 2 many / 3 some / 4 few / 5 none,trust
icenes2009,corrupt_pol4b,pltscrp,c(1:4),c(7:9),How widespread do you think corruption is among Icelandic politicians?,1 very widespread / 2 quite widespread / 3 not very widespread / 4 hardly happens at all,corrupt
icenes2013,trust_pol5a,pltrust,c(5:1),c(7:9),"Do you think that politicians are in general trustworthy, that many of them are trustworthy, some are trustworthy, few, or perhaps none?",1 in general / 2 many / 3 some / 4 few / 5 none,trust
